epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,54.3205,1.11791,0.8022,0.97016,0.94105,0.99776,0.93895,0.66079,1.25496,0.92059,1.01535,0.0017855,0.0017855,0.0017855
15,56.9178,1.09233,0.73501,0.95539,0.9262,1,0.9494,0.65111,1.27235,0.93891,1.02517,0.001769,0.001769,0.001769
16,59.4817,1.09456,0.73266,0.97034,0.91961,0.98306,0.98162,0.667,1.39054,1.03638,1.08676,0.0017525,0.0017525,0.0017525
17,62.0587,1.07658,0.74195,0.96449,0.9155,0.99219,0.98506,0.64337,1.42582,1.04287,1.09134,0.001736,0.001736,0.001736
18,64.6673,1.02375,0.71781,0.97584,0.94763,0.9896,0.98748,0.7114,1.29872,0.88013,1.05128,0.0017195,0.0017195,0.0017195
19,67.3044,1.04547,0.70832,0.94951,0.95225,1,0.98623,0.72065,1.29633,0.80822,1.06018,0.001703,0.001703,0.001703
20,69.8928,1.00837,0.68399,0.93054,0.9479,0.99489,0.98554,0.72289,1.29872,0.92227,1.06752,0.0016865,0.0016865,0.0016865
21,72.5401,1.01168,0.6757,0.95578,0.94049,1,0.97936,0.73939,1.24755,1.05526,1.04307,0.00167,0.00167,0.00167
22,75.2451,1.05408,0.67158,0.96482,0.94044,1,0.95361,0.68988,1.25084,1.09457,1.04797,0.0016535,0.0016535,0.0016535
23,77.8384,1.06827,0.71351,0.96726,0.93967,1,0.94108,0.66396,1.24554,1.04016,1.03458,0.001637,0.001637,0.001637
24,80.6757,1.02062,0.68912,0.96674,0.93415,1,0.93676,0.64173,1.29387,1.04818,1.05284,0.0016205,0.0016205,0.0016205
25,83.2666,1.05188,0.68715,0.95154,0.92424,0.99219,0.93576,0.66629,1.2707,0.97475,1.04475,0.001604,0.001604,0.001604
26,85.8744,1.07403,0.65065,0.95687,0.94074,0.99217,0.94485,0.68021,1.24307,0.93019,1.01692,0.0015875,0.0015875,0.0015875
27,88.503,1.03024,0.65029,0.93228,0.93918,1,0.96902,0.65819,1.48584,1.17407,1.14972,0.001571,0.001571,0.001571
28,91.0949,1.03369,0.68809,0.94812,0.94034,1,0.96898,0.66772,1.40156,1.08421,1.10562,0.0015545,0.0015545,0.0015545
29,93.7728,1.03706,0.62719,0.96636,0.94046,1,0.95947,0.68819,1.30624,0.95973,1.04096,0.001538,0.001538,0.001538
30,96.5186,1.04096,0.63516,0.96682,0.94048,1,0.96019,0.69297,1.32935,0.91346,1.06282,0.0015215,0.0015215,0.0015215
31,99.3051,0.99273,0.63837,0.95289,0.94045,1,0.97567,0.72008,1.2744,0.86612,1.04099,0.001505,0.001505,0.001505
32,101.917,1.03959,0.62031,0.92869,0.94098,1,0.98849,0.71047,1.3118,0.83147,1.05158,0.0014885,0.0014885,0.0014885
33,104.488,1.03695,0.63847,0.93167,0.94533,0.99219,0.99146,0.71047,1.3736,0.87505,1.09204,0.001472,0.001472,0.001472
34,107.187,1.05915,0.6473,0.95065,0.94106,1,0.98959,0.71338,1.41711,0.89777,1.11973,0.0014555,0.0014555,0.0014555
35,110.039,0.961,0.60096,0.93565,0.95087,0.99219,0.98277,0.73665,1.31882,0.82963,1.06096,0.001439,0.001439,0.001439
36,112.812,1.07551,0.61676,0.95597,0.94059,0.98944,0.98002,0.71989,1.38223,0.85409,1.1003,0.0014225,0.0014225,0.0014225
37,115.436,0.99801,0.60948,0.93967,0.94107,0.99815,0.98325,0.69512,1.42789,0.84219,1.13271,0.001406,0.001406,0.001406
38,118.049,0.96132,0.58977,0.93673,0.96189,1,0.98819,0.71025,1.35139,0.83654,1.09946,0.0013895,0.0013895,0.0013895
39,120.707,0.95896,0.56832,0.94238,0.98487,0.98438,0.99185,0.74147,1.25755,0.8639,1.05645,0.001373,0.001373,0.001373
40,123.461,1.00691,0.58469,0.93183,0.97675,0.98445,0.99257,0.73956,1.2717,0.88157,1.05273,0.0013565,0.0013565,0.0013565
41,126.149,0.98176,0.57735,0.92644,0.955,1,0.99156,0.72306,1.29945,0.8752,1.0725,0.00134,0.00134,0.00134
42,128.878,0.93332,0.56856,0.92787,0.95504,0.99583,0.99102,0.73177,1.29546,0.81589,1.06112,0.0013235,0.0013235,0.0013235
43,131.619,0.96452,0.57284,0.92307,0.94117,1,0.98776,0.73285,1.26775,0.78605,1.0551,0.001307,0.001307,0.001307
44,134.308,1.0088,0.5844,0.94338,0.94083,1,0.98866,0.72392,1.27985,0.81352,1.0634,0.0012905,0.0012905,0.0012905
45,136.953,0.97084,0.54831,0.93492,0.94102,1,0.991,0.73735,1.28086,0.83096,1.04943,0.001274,0.001274,0.001274
46,139.814,0.95232,0.55495,0.92376,0.94085,1,0.98953,0.73998,1.24698,0.84933,1.03276,0.0012575,0.0012575,0.0012575
47,142.57,0.93717,0.54047,0.91276,0.94047,1,0.98764,0.74248,1.23207,0.86679,1.03523,0.001241,0.001241,0.001241
48,145.295,0.96297,0.57635,0.92114,0.94068,1,0.98033,0.73051,1.26287,0.84765,1.03707,0.0012245,0.0012245,0.0012245
49,148.017,0.90423,0.54319,0.89901,0.94114,1,0.9718,0.7043,1.30865,0.86115,1.0548,0.001208,0.001208,0.001208
50,150.739,0.92086,0.54755,0.93681,0.94115,1,0.96876,0.71409,1.28809,0.87456,1.04106,0.0011915,0.0011915,0.0011915
51,153.437,0.90388,0.54231,0.90641,0.94056,1,0.9755,0.72777,1.24845,0.91058,1.03009,0.001175,0.001175,0.001175
52,156.163,0.9158,0.5362,0.90816,0.94064,1,0.9784,0.70337,1.30832,0.94939,1.06616,0.0011585,0.0011585,0.0011585
53,158.852,0.93841,0.55633,0.93439,0.94056,1,0.98215,0.71901,1.26565,0.93924,1.05425,0.001142,0.001142,0.001142
54,161.635,0.89277,0.54288,0.91556,0.94055,1,0.98394,0.73138,1.20541,0.83507,1.01658,0.0011255,0.0011255,0.0011255
55,164.476,0.88421,0.52507,0.91452,0.94055,1,0.98164,0.72084,1.24935,0.80599,1.03573,0.001109,0.001109,0.001109
56,167.078,0.95766,0.56199,0.91827,0.94035,1,0.98352,0.69465,1.34728,0.80483,1.07569,0.0010925,0.0010925,0.0010925
57,169.716,0.90911,0.55463,0.92615,0.94004,1,0.98681,0.6978,1.34529,0.80195,1.08882,0.001076,0.001076,0.001076
58,172.461,0.92002,0.54682,0.92646,0.94022,1,0.98428,0.72682,1.27976,0.78945,1.07048,0.0010595,0.0010595,0.0010595
59,175.166,0.91999,0.52035,0.9082,0.94079,0.99315,0.98688,0.7053,1.311,0.82659,1.0833,0.001043,0.001043,0.001043
60,177.858,0.89553,0.55134,0.90445,0.94133,1,0.98756,0.70463,1.33553,0.84806,1.0976,0.0010265,0.0010265,0.0010265
61,180.459,0.92213,0.51865,0.90977,0.94215,1,0.98618,0.71635,1.30665,0.85539,1.08349,0.00101,0.00101,0.00101
62,183.114,0.97117,0.53876,0.93775,0.94317,1,0.98804,0.72761,1.23057,0.80945,1.04064,0.0009935,0.0009935,0.0009935
63,185.755,0.91865,0.5221,0.91363,0.94055,1,0.99086,0.72105,1.25554,0.79352,1.03669,0.000977,0.000977,0.000977
64,188.44,0.89987,0.51636,0.91813,0.93996,1,0.98914,0.71727,1.27895,0.82866,1.0507,0.0009605,0.0009605,0.0009605
65,191.09,0.91563,0.51141,0.90394,0.93976,1,0.98757,0.68513,1.35122,0.8778,1.09283,0.000944,0.000944,0.000944
66,193.747,0.9171,0.49518,0.89967,0.93936,1,0.98695,0.68164,1.37624,0.88773,1.09353,0.0009275,0.0009275,0.0009275
67,196.547,0.88734,0.52692,0.89651,0.93984,1,0.97896,0.70894,1.2742,0.87065,1.0417,0.000911,0.000911,0.000911
68,199.239,0.91899,0.5431,0.92196,0.94045,1,0.97529,0.73045,1.2319,0.8499,1.04111,0.0008945,0.0008945,0.0008945
69,201.896,0.92951,0.5191,0.93161,0.94051,1,0.977,0.71274,1.29379,0.88006,1.05778,0.000878,0.000878,0.000878
70,204.547,0.90236,0.51243,0.92031,0.94101,1,0.97942,0.68615,1.36555,0.86769,1.07743,0.0008615,0.0008615,0.0008615
71,207.325,0.86779,0.48975,0.9061,0.94315,1,0.9775,0.69092,1.34838,0.84199,1.07055,0.000845,0.000845,0.000845
72,209.968,0.9048,0.51005,0.90477,0.94087,1,0.97205,0.71022,1.28865,0.86674,1.04909,0.0008285,0.0008285,0.0008285
73,212.727,0.90619,0.52433,0.90637,0.94102,1,0.97376,0.7165,1.25385,0.8499,1.03372,0.000812,0.000812,0.000812
74,215.322,0.89411,0.51362,0.90938,0.94099,0.99662,0.98258,0.70941,1.30364,0.85698,1.04721,0.0007955,0.0007955,0.0007955
75,217.929,0.88929,0.49713,0.90386,0.94064,1,0.97927,0.71178,1.3187,0.93774,1.07534,0.000779,0.000779,0.000779
76,220.675,0.82547,0.4634,0.88578,0.94065,1,0.9796,0.72498,1.26581,0.87594,1.04858,0.0007625,0.0007625,0.0007625
77,223.336,0.86734,0.4844,0.90385,0.9404,1,0.98006,0.72451,1.26445,0.82977,1.03657,0.000746,0.000746,0.000746
